
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.15 | ; 2014-05-22 18:30:05; uid=20130916171725; uic=60; IP=46.216.64.166; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-06-02 14:38:37; uid=20140424141942; uic=44; IP=81.25.40.69; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-06-02 14:45:42; uid=20140602143813; uic=2; IP=173.254.28.67; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-06-02 14:46:23; uid=20140602143813; uic=3; IP=173.254.28.67; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-06-02 14:47:17; uid=20140424141942; uic=52; IP=81.25.40.69; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0 | ; 2014-06-02 14:49:33; uid=20140602143627; uic=10; IP=82.209.254.38; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1; WOW64; Edition Yx) Presto/2.12.388 Version/12.17 | ; 2014-06-02 14:54:41; uid=20140519201709; uic=7; IP=86.57.197.14; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0 | ; 2014-06-02 14:55:01; uid=20140512101016; uic=115; IP=195.222.75.34; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-06-02 14:55:14; uid=20140602144052; uic=6; IP=178.124.201.62; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1; WOW64; Edition Yx) Presto/2.12.388 Version/12.17 | ; 2014-06-02 14:55:32; uid=20140519201709; uic=8; IP=86.57.197.14; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1; WOW64; Edition Yx) Presto/2.12.388 Version/12.17 | ; 2014-06-02 14:56:19; uid=20140519201709; uic=9; IP=86.57.197.14; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.102 YaBrowser/14.2.1700.12508 Safari/537.36 | ; 2014-06-02 14:57:56; uid=20140602145126; uic=11; IP=178.124.200.166; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.102 YaBrowser/14.2.1700.12508 Safari/537.36 | ; 2014-06-02 15:03:55; uid=20140602145126; uic=19; IP=178.124.200.166; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.900 Safari/537.36 MRCHROME SOC | ; 2014-06-02 15:23:18; uid=20140310235213; uic=74; IP=46.53.193.134; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36 | ; 2014-06-02 15:30:34; uid=20131118144555; uic=43; IP=178.124.207.3; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/31.0.1650.63 Safari/537.36 | ; 2014-06-02 15:31:13; uid=20131118144555; uic=44; IP=178.124.207.3; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Linux; U; Android 4.1.2; ru-ru; MediaPad 7 Youth Build/HuaweiMediaPad) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Safari/534.30 | ; 2014-06-02 15:34:55; uid=20140510112441; uic=39; IP=178.121.247.113; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36 OPR/20.0.1387.82 | ; 2014-06-02 15:37:57; uid=20140602150821; uic=31; IP=86.57.189.210; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-06-02 15:39:29; uid=20140402125915; uic=100; IP=176.118.157.65; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0 | ; 2014-06-02 15:42:46; uid=20140301091042; uic=100; IP=178.124.207.219; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0 | ; 2014-06-02 15:43:59; uid=20140301091042; uic=101; IP=178.124.207.219; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0 | ; 2014-06-02 15:44:54; uid=20140301091042; uic=102; IP=178.124.207.219; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/32.0.1700.102 YaBrowser/14.2.1700.12508 Safari/537.36 | ; 2014-06-02 16:07:40; uid=20140526095210; uic=211; IP=134.17.137.187; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-06-02 16:16:18; uid=20140602125331; uic=22; IP=37.215.73.245; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-06-02 16:19:15; uid=20140602160007; uic=8; IP=178.124.156.210; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.137 Safari/537.36 | ; 2014-06-02 16:21:49; uid=20140422124318; uic=153; IP=91.149.134.123; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-06-02 16:24:50; uid=20140602125331; uic=28; IP=37.215.73.245; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-06-02 16:33:41; uid=20140505220055; uic=33; IP=86.57.189.39; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Linux; U; Android 4.1.2; ru-ru; LG-P713 Build/JZO54K) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30 | ; 2014-06-02 16:39:11; uid=20131029130916; uic=29; IP=37.17.112.84; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-06-02 16:55:38; uid=20140205130749; uic=440; IP=178.154.86.186; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-06-02 17:00:53; uid=20140602163529; uic=19; IP=46.53.193.74; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0 | ; 2014-06-02 17:03:52; uid=20140528143315; uic=34; IP=46.53.195.180; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-06-02 17:19:08; uid=20140602165206; uic=6; IP=86.57.198.110; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (iPhone; CPU iPhone OS 7_1_1 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) YaBrowser/14.5.1847.8920.10 Mobile/11D201 Safari/9537.53 | ; 2014-06-02 17:24:43; uid=20140303140443; uic=325; IP=178.124.205.208; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-06-02 17:29:26; uid=20140514203119; uic=933; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.132 Safari/537.36 OPR/21.0.1432.67 (Edition Yx) | ; 2014-06-02 17:30:18; uid=20140417182213; uic=238; IP=46.53.177.90; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-06-02 17:32:53; uid=20140514203119; uic=934; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 5.1; MRA 5.9 (build 4930)) Presto/2.12.388 Version/12.15 | ; 2014-06-02 17:34:15; uid=20140323223204; uic=20; IP=46.216.83.76; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-06-02 17:34:28; uid=20140514203119; uic=935; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-06-02 17:40:38; uid=20140514203119; uic=939; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-06-02 17:41:07; uid=20140514203119; uic=940; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-06-02 17:43:43; uid=20140514203119; uic=941; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-06-02 17:47:58; uid=20140514203119; uic=942; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-06-02 17:52:26; uid=20140514203119; uic=943; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36 OPR/20.0.1387.91 | ; 2014-06-02 18:23:52; uid=20140424112014; uic=326; IP=86.57.185.83; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1; WOW64; Edition Indonesian Local) Presto/2.12.388 Version/12.17 | ; 2014-06-02 18:36:12; uid=20140530152539; uic=63; IP=178.126.8.146; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.22 (KHTML, like Gecko) Chrome/25.0.1364.172 YaBrowser/1.7.1364.15751 Safari/537.22 | ; 2014-06-02 18:36:14; uid=20140404110537; uic=212; IP=87.252.227.19; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-06-02 18:43:15; uid=20140527225026; uic=53; IP=178.126.136.199; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 5.1; U; MRA 5.7 (build 03797); ru) Presto/2.10.289 Version/12.02 | ; 2014-06-02 18:46:40; uid=20131005133509; uic=87; IP=37.17.115.45; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 5.1; U; MRA 5.7 (build 03797); ru) Presto/2.10.289 Version/12.02 | ; 2014-06-02 18:46:57; uid=20131005133509; uic=88; IP=37.17.115.45; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Android; Opera Mini/7.5.33361/34.2220; U; ru) Presto/2.8.119 Version/11.10 | ; 2014-06-02 18:55:56; uid=20140520100216; uic=160; IP=82.145.218.186; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-06-02 19:21:50; uid=20130918155758; uic=37; IP=93.85.187.228; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-06-02 19:25:48; uid=20140520213243; uic=43; IP=93.84.68.174; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (iPad; CPU OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B206 Safari/7534.48.3 | ; 2014-06-02 19:32:17; uid=20130803164142; uic=30; IP=37.17.112.185; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (iPad; CPU OS 5_1_1 like Mac OS X) AppleWebKit/534.46 (KHTML, like Gecko) Version/5.1 Mobile/9B206 Safari/7534.48.3 | ; 2014-06-02 19:33:00; uid=20130803164142; uic=31; IP=37.17.112.185; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Linux; U; Android 4.1.1; ru-ru; PAP4055DUO Build/JRO03C) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30 | ; 2014-06-02 19:35:39; uid=20140602191327; uic=17; IP=46.216.247.148; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-06-02 19:40:26; uid=20140516230207; uic=102; IP=86.57.193.66; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-06-02 19:40:56; uid=20140516230207; uic=103; IP=86.57.193.66; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-06-02 19:51:20; uid=20140418134002; uic=218; IP=93.125.43.95; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.132 Safari/537.36 OPR/21.0.1432.67 | ; 2014-06-02 19:52:50; uid=20140511191638; uic=26; IP=93.84.41.193; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Linux; Android 4.3; HTC One Build/JSS15J) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.138 Mobile Safari/537.36 | ; 2014-06-02 19:58:32; uid=20140602195254; uic=6; IP=66.249.81.109; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1; WOW64) Presto/2.12.388 Version/12.16 | ; 2014-06-02 19:58:44; uid=20140602195150; uic=5; IP=178.154.20.134; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36 OPR/20.0.1387.64 | ; 2014-06-02 20:05:58; uid=20131218164146; uic=55; IP=46.216.244.16; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-06-02 20:09:58; uid=20140501163135; uic=37; IP=185.6.25.227; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.117 Safari/537.36 OPR/20.0.1387.64 | ; 2014-06-02 20:11:18; uid=20131218164146; uic=61; IP=46.216.244.16; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-06-02 20:21:09; uid=20140501163135; uic=50; IP=185.6.25.227; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-06-02 20:22:31; uid=20140501163135; uic=51; IP=185.6.25.227; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-06-02 20:24:10; uid=20130919114707; uic=132; IP=86.57.197.132; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.3) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/33.0.1750.154 Safari/537.36 OPR/20.0.1387.91 | ; 2014-06-02 20:30:05; uid=20140424112014; uic=343; IP=86.57.185.83; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-06-02 20:32:16; uid=20140407143143; uic=234; IP=87.252.227.33; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 5.1; rv:30.0) Gecko/20100101 Firefox/30.0 | ; 2014-06-02 20:38:45; uid=20140310223252; uic=131; IP=178.124.104.92; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-06-02 21:37:27; uid=20140524104313; uic=52; IP=87.252.227.105; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1; WOW64; rv:29.0) Gecko/20100101 Firefox/29.0 | ; 2014-06-02 21:43:55; uid=20140602204821; uic=9; IP=46.53.193.149; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-06-02 21:49:20; uid=20130729211225; uic=35; IP=178.124.202.119; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Linux; U; Android 4.3; ru-ru; GT-I9300 Build/JSS15J) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30 | ; 2014-06-02 22:05:04; uid=20140602213618; uic=16; IP=178.126.204.81; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Linux; U; Android 4.3; ru-ru; GT-I9300 Build/JSS15J) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30 | ; 2014-06-02 22:05:46; uid=20140602213618; uic=18; IP=178.126.204.81; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-06-02 22:49:21; uid=20140527230301; uic=48; IP=178.124.105.129; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.17 | ; 2014-06-02 23:54:48; uid=20140602232742; uic=10; IP=46.216.246.35; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.17 | ; 2014-06-02 23:55:20; uid=20140602232742; uic=11; IP=46.216.246.35; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-06-03 01:10:39; uid=20140514203119; uic=1017; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-06-03 02:30:56; uid=20140514203119; uic=1064; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-06-03 02:32:18; uid=20140514203119; uic=1065; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-06-03 02:32:25; uid=20140514203119; uic=1066; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-06-03 02:33:38; uid=20140514203119; uic=1068; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-06-03 02:35:28; uid=20140514203119; uic=1069; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-06-03 02:37:37; uid=20140514203119; uic=1070; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-06-03 02:51:13; uid=20140514203119; uic=1082; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-06-03 02:52:23; uid=20140514203119; uic=1088; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-06-03 02:54:43; uid=20140514203119; uic=1089; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-06-03 02:55:31; uid=20140514203119; uic=1090; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.16 | ; 2014-06-03 02:55:54; uid=20140514203119; uic=1091; IP=86.57.157.171; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 5.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-06-03 06:20:40; uid=20140602144052; uic=22; IP=86.57.199.156; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-06-03 08:18:07; uid=20140603080511; uic=4; IP=93.85.149.227; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1; WOW64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-06-03 08:23:58; uid=20140603080511; uic=7; IP=93.85.149.227; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (compatible; MSIE 10.0; Windows Phone 8.0; Trident/6.0; IEMobile/10.0; ARM; Touch; NOKIA; Lumia 520) | ; 2014-06-03 08:42:06; uid=20140522082343; uic=138; IP=46.216.244.110; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1; rv:29.0) Gecko/20100101 Firefox/29.0 | ; 2014-06-03 09:34:58; uid=20140513144314; uic=47; IP=93.171.160.229; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 5.1) Presto/2.12.388 Version/12.17 | ; 2014-06-03 09:41:15; uid=20140603092607; uic=8; IP=86.57.186.239; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (iPad; CPU OS 7_1_1 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) CriOS/35.0.1916.38 Mobile/11D201 Safari/9537.53 | ; 2014-06-03 09:56:09; uid=20140601225254; uic=41; IP=66.249.81.109; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (iPad; CPU OS 7_1_1 like Mac OS X) AppleWebKit/537.51.1 (KHTML, like Gecko) CriOS/35.0.1916.38 Mobile/11D201 Safari/9537.53 | ; 2014-06-03 09:56:24; uid=20140601225254; uic=43; IP=66.249.81.109; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.17 | ; 2014-06-03 10:03:41; uid=20140116114115; uic=26; IP=178.124.200.1; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.17 | ; 2014-06-03 10:14:25; uid=20140116114115; uic=31; IP=178.124.200.1; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 5.1; rv:29.0) Gecko/20100101 Firefox/29.0 | ; 2014-06-03 10:45:13; uid=20140603081439; uic=37; IP=86.57.138.21; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.17 | ; 2014-06-03 10:47:35; uid=20140116114115; uic=57; IP=178.124.200.1; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/34.0.1847.132 Safari/537.36 OPR/21.0.1432.67 | ; 2014-06-03 10:49:13; uid=20140208221129; uic=653; IP=46.53.177.64; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Linux; U; Android 4.1.2; ru-ru; Galaxy Nexus Build/JZO54K; CyanogenMod-10.0.0) AppleWebKit/534.30 (KHTML, like Gecko) Version/4.0 Mobile Safari/534.30 | ; 2014-06-03 10:51:45; uid=20140108021537; uic=35; IP=46.216.244.156; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.17 | ; 2014-06-03 10:52:23; uid=20140116114115; uic=62; IP=178.124.200.1; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/5.0 (Windows NT 6.1) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/35.0.1916.114 Safari/537.36 | ; 2014-06-03 10:52:36; uid=20140603104205; uic=10; IP=46.53.177.111; page=/ad-form/
Ошибка вход не выполнен.   | Mozilla/4.0 (compatible; MSIE 8.0; Windows NT 5.1; Trident/4.0; .NET CLR 1.1.4322; .NET CLR 2.0.50727; InfoPath.1) | ; 2014-06-03 10:58:48; uid=20131004183557; uic=801; IP=87.252.227.127; page=/ad-form/
Ошибка вход не выполнен.   | Opera/9.80 (Windows NT 6.1) Presto/2.12.388 Version/12.17 | ; 2014-06-03 11:01:42; uid=20140116114115; uic=67; IP=178.124.200.1; page=/ad-form/
